index,"unnamed_0","por",jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,ann,"county","state"
0,"13876BIRMINGHAM,AL","193001-201512",-6,3,2,26,36,42,54,51,37,27,5,1,-6,"birmingham","AL"
1,"03856HUNTSVILLE,AL","195809-201512",-11,1,6,25,36,45,53,51,37,28,15,-3,-11,"huntsville","AL"
2,"13894MOBILE,AL","194801-201512",3,11,21,32,43,49,62,59,42,30,22,8,3,"mobile","AL"
3,"13895MONTGOMERY,AL","194801-201512",0,10,17,28,40,49,59,56,39,26,13,5,0,"montgomery","AL"
4,"26451ANCHORAGE,AK","195204-201512",-34,-28,-24,-4,17,33,36,31,19,-5,-21,-30,-34,"anchorage","AK"
5,"25308ANNETTE,AK","194102-201512",-4,2,1,21,30,37,40,40,30,18,-3,1,-4,"annette","AK"
6,"27502BARROW,AK","190109-201512",-53,-56,-52,-42,-19,4,22,20,1,-32,-40,-55,-56,"barrow","AK"
7,"26615BETHEL,AK","192308-201512",-52,-45,-42,-31,-5,28,30,28,18,-6,-31,-44,-52,"bethel","AK"
8,"26533BETTLES,AK","195105-201512",-70,-64,-56,-37,-10,27,29,15,0,-35,-57,-59,-70,"bettles","AK"
9,"26415BIG DELTA,AK","191905-201512",-63,-60,-49,-37,-1,26,32,22,-2,-39,-47,-62,-63,"big delta","AK"
10,"25624COLD BAY,AK","195003-201512",-13,-5,-13,4,18,27,33,32,26,6,1,-9,-13,"cold bay","AK"
11,"26411FAIRBANKS,AK","192912-201512",-66,-58,-49,-32,-1,29,34,23,3,-28,-46,-62,-66,"fairbanks","AK"
12,"26425GULKANA,AK","190705-201512",-60,-65,-48,-42,5,22,29,20,2,-23,-44,-65,-65,"gulkana","AK"
13,"25507HOMER,AK","193209-201511",-24,-19,-21,-9,6,27,34,31,20,0,-7,-16,-24,"homer","AK"
14,"25309JUNEAU,AK","193611-201512",-22,-22,-15,6,25,31,36,27,23,11,-5,-21,-22,"juneau","AK"
15,"25503KING SALMON,AK","194202-201512",-48,-43,-42,-19,4,27,31,25,15,-12,-28,-38,-48,"king salmon","AK"
16,"25501KODIAK,AK","194901-201512",-16,-12,-6,7,20,30,37,34,26,10,0,-3,-16,"kodiak","AK"
17,"26616KOTZEBUE,AK","189710-201512",-55,-52,-58,-44,-18,20,30,26,13,-19,-37,-49,-58,"kotzebue","AK"
18,"26510MCGRATH,AK","194106-201512",-75,-64,-51,-40,-2,27,31,25,2,-28,-53,-67,-75,"mcgrath","AK"
19,"26617NOME,AK","190009-201512",-54,-42,-46,-30,-11,20,28,23,9,-10,-39,-41,-54,"nome","AK"
20,"25713ST. PAUL ISLAND,AK","194901-201512",-14,-16,-19,-8,8,16,28,29,22,12,4,-3,-19,"st. paul island","AK"
21,"26528TALKEETNA,AK","191807-201512",-48,-46,-43,-37,8,24,26,25,11,-21,-41,-53,-53,"talkeetna","AK"
22,"26442VALDEZ,AK","191705-201402",-24,-28,-11,4,13,27,33,29,14,5,-10,-18,-28,"valdez","AK"
23,"25339YAKUTAT,AK","191704-201512",-22,-20,-20,3,9,29,35,29,16,6,-10,-24,-24,"yakutat","AK"
24,"03103FLAGSTAFF,AZ","189311-201512",-30,-23,-16,-2,14,22,32,24,22,-2,-13,-23,-30,"flagstaff","AZ"
25,"23183PHOENIX,AZ","193306-201512",17,22,25,34,40,50,61,60,47,34,25,22,17,"phoenix","AZ"
26,"23160TUCSON,AZ","194606-201512",16,18,20,33,38,47,59,61,44,26,23,16,16,"tucson","AZ"
27,"23194WINSLOW,AZ","189810-201512",-18,-9,-2,14,23,29,42,41,29,13,-9,-19,-19,"winslow","AZ"
28,"13964FORT SMITH,AR","194510-201512",-10,-9,7,22,35,47,50,51,33,22,8,-5,-10,"fort smith","AR"
29,"13963LITTLE ROCK,AR","193804-201512",-4,-5,11,28,38,46,54,52,37,29,17,-1,-5,"little rock","AR"
30,"23155BAKERSFIELD,CA","193710-201512",20,25,31,33,37,44,52,52,45,29,28,19,19,"bakersfield","CA"
31,"23157BISHOP,CA","189502-201512",-15,-2,9,15,20,25,34,34,26,16,5,-9,-15,"bishop","CA"
32,"23225BLUE CANYON,CA","194312-201512",5,6,9,17,21,28,36,35,27,17,13,3,3,"blue canyon","CA"
33,"93193FRESNO,CA","194801-201512",18,24,26,32,36,44,50,49,37,27,26,18,18,"fresno","CA"
34,"23129LONG BEACH,CA","194901-201512",25,33,33,38,40,47,51,51,50,39,34,28,25,"long beach","CA"
35,"93134LOS ANGELES,CA","190604-201512",28,29,35,39,43,49,53,51,50,41,38,30,28,"los angeles","CA"
36,"24257REDDING,CA","198609-201512",16,21,28,28,34,42,53,50,40,33,22,16,16,"redding","CA"
37,"23232SACRAMENTO,CA","194112-201512",20,23,26,31,34,41,48,48,42,35,26,18,18,"sacramento","CA"
38,"23188SAN DIEGO,CA","193907-201512",29,36,39,41,48,50,55,57,51,43,38,34,29,"san diego","CA"
39,"23272SAN FRANCISCO,CA","192101-201512",30,31,35,40,43,47,47,48,48,43,39,27,27,"san francisco","CA"
40,"23190SANTA BARBARA,CA","194102-201512",24,25,30,33,38,41,45,43,42,31,30,20,20,"santa barbara","CA"
41,"23273SANTA MARIA,CA","194801-201512",20,22,24,31,31,36,43,43,36,26,25,20,20,"santa maria","CA"
42,"23237STOCKTON,CA","194810-201512",16,22,27,32,36,45,49,47,42,33,25,17,16,"stockton","CA"
43,"23061ALAMOSA,CO","194801-201512",-50,-35,-14,-6,11,24,30,29,15,-9,-30,-42,-50,"alamosa","CO"
44,"93037COLORADO SPRINGS,CO","194804-201512",-26,-27,-11,-3,21,32,42,39,22,5,-8,-24,-27,"colorado springs","CO"
45,"23062DENVER,CO","194801-201512",-25,-25,-10,-2,22,30,43,41,17,3,-10,-25,-25,"denver","CO"
46,"23066GRAND JUNCTION,CO","190001-201512",-23,-21,5,11,24,34,44,43,28,16,-4,-21,-23,"grand junction","CO"
47,"93058PUEBLO,CO","195407-201512",-28,-26,-10,2,23,35,44,40,21,4,-14,-28,-28,"pueblo","CO"
48,"94702BRIDGEPORT,CT","194807-201512",-7,-5,4,18,31,41,49,44,36,26,16,-4,-7,"bridgeport","CT"
49,"14740HARTFORD,CT","194901-201512",-26,-21,-8,9,28,37,44,36,27,17,1,-14,-26,"hartford","CT"
50,"13781WILMINGTON,DE","194801-201512",-14,-6,2,18,30,41,48,43,36,24,14,-7,-14,"wilmington","DE"
